w Gamma(a,b) + (1-w) InverseGamma(g,d): [a,b,g,d,w] =	[0.7920239, 3.75463, 3.437898, 56.19209, 0.9488415]
gene	p_phi_neg	q_phi_neg	phi_neg	p_phi_pos	q_phi_pos	phi_pos_or_p(m=0|s)*p(k=0|s)	m_obs	k_obs	s_obs
PIP4K2C	2.803314e-02	1.320047e-01	3.444413	8.928747e-01	1.000000e+00	0.027650	2	0	3
PIP5K1A	1.645344e-01	3.836602e-01	1.898398	8.373442e-01	1.000000e+00	0.211489	5	0	3
PIP5K1B	6.093557e-01	7.610728e-01	0.764959	3.926105e-01	1.000000e+00	1.490912	19	1	5
PIP5K1C	7.883496e-02	2.458292e-01	2.559519	7.635844e-01	1.000000e+00	0.424960	8	1	6
PIP5K1P1	9.841226e-01	9.916131e-01	0.120065	6.418801e-02	1.000000e+00	3.812063	10	0	0
PIP5KL1	6.704543e-01	8.043900e-01	0.678701	6.109468e-01	1.000000e+00	0.809427	4	0	1
PIPOX	4.897139e-02	1.848160e-01	2.922723	8.825583e-01	1.000000e+00	0.078532	4	0	4
PIPSL	7.752045e-01	8.676601e-01	0.507660	2.169970e-01	1.000000e+00	2.294039	17	2	5
PIR	3.591664e-01	5.925055e-01	1.212384	1.000000e+00	1.000000e+00	0.297487	0	0	0
PIRT	6.321619e-01	7.776416e-01	0.736182	7.523037e-01	1.000000e+00	0.446708	1	0	0
PISD	7.878585e-01	8.759406e-01	0.480092	5.882674e-01	1.000000e+00	0.872842	2	0	0
PITHD1	6.209025e-01	7.694706e-01	0.747128	7.523037e-01	1.000000e+00	0.441366	1	0	0
PITPNA	3.452980e-02	1.498218e-01	3.244739	8.928747e-01	1.000000e+00	0.033042	1	0	2
PITPNB	7.498875e-01	8.509575e-01	0.551540	5.296403e-01	1.000000e+00	1.035185	3	0	0
PITPNC1	8.385496e-01	9.058607e-01	0.409830	4.805547e-01	1.000000e+00	1.181206	3	0	0
PITPNM1	4.339959e-01	6.415591e-01	1.082393	5.296403e-01	1.000000e+00	1.022197	11	1	5
PITPNM2	1.430408e-03	2.060185e-02	6.058600	8.928747e-01	1.000000e+00	0.020713	20	0	15
PITPNM3	3.051538e-02	1.390625e-01	3.360685	8.782260e-01	1.000000e+00	0.082802	9	0	7
PITRM1	3.452980e-02	1.498218e-01	3.256017	8.928747e-01	1.000000e+00	0.034009	2	0	3
PITX1	8.872299e-01	9.334367e-01	0.326890	3.622629e-01	1.000000e+00	1.609191	4	0	0
PITX2	1.643273e-02	9.654811e-02	3.907105	8.928747e-01	1.000000e+00	0.025504	3	0	4
PITX3	4.855513e-01	6.713058e-01	1.016767	1.000000e+00	1.000000e+00	0.361763	0	0	0
PIWIL1	9.925854e-01	9.965361e-01	0.096028	3.416193e-03	1.000000e+00	7.181861	22	5	4
PIWIL2	4.206400e-01	6.322811e-01	1.114540	3.426265e-01	1.000000e+00	1.685415	9	2	4
PIWIL3	4.339959e-01	6.415591e-01	1.084680	5.296403e-01	1.000000e+00	1.021985	14	1	5
PIWIL4	6.607379e-04	1.250845e-02	6.762893	1.000000e+00	1.000000e+00	0.003486	6	0	8
PJA1	9.101182e-01	9.467908e-01	0.292318	1.336780e-01	1.000000e+00	2.903604	3	1	0
PJA2	2.683667e-02	1.285433e-01	3.499173	8.928747e-01	1.000000e+00	0.037842	3	0	3
PJCG1	4.470303e-01	6.486526e-01	1.074221	1.000000e+00	1.000000e+00	0.341564	0	0	0
PKD1	4.789457e-02	1.819662e-01	2.955859	8.262367e-01	1.000000e+00	0.256417	25	1	15
PKD1L1	6.321654e-04	1.216495e-02	6.800935	8.373442e-01	1.000000e+00	0.217845	66	0	28
PKD1L2	1.428622e-05	7.912957e-04	10.269663	8.262367e-01	1.000000e+00	0.259655	24	5	26
PKD1L3	3.821529e-01	6.096809e-01	1.167254	1.000000e+00	1.000000e+00	0.311220	0	0	0
PKD1P1	3.821529e-01	6.096809e-01	1.171531	1.000000e+00	1.000000e+00	0.309892	0	0	0
PKD2	3.276028e-01	5.667841e-01	1.263042	5.050466e-01	1.000000e+00	1.100250	4	1	2
PKD2L1	2.873317e-03	3.198171e-02	5.436008	8.928747e-01	1.000000e+00	0.029295	14	0	11
PKD2L2	1.980856e-01	4.275516e-01	1.715967	6.800439e-01	1.000000e+00	0.580882	10	0	3
PKDCC	1.712883e-01	3.914381e-01	1.856148	8.603539e-01	1.000000e+00	0.132477	2	0	2
PKDREJ	3.785849e-03	3.815695e-02	5.198796	8.321386e-01	1.000000e+00	0.235947	46	0	20
PKHD1	1.580699e-01	3.746233e-01	1.931585	4.562967e-01	1.000000e+00	1.277797	51	6	23
PKHD1L1	9.865174e-02	2.820391e-01	2.362581	5.050466e-01	1.000000e+00	1.114663	179	7	55
PKIA	4.974303e-01	6.800728e-01	0.982249	6.867120e-01	1.000000e+00	0.568705	4	0	1
PKIB	3.821529e-01	6.096809e-01	1.165224	1.000000e+00	1.000000e+00	0.311853	0	0	0
PKIG	2.113093e-01	4.427818e-01	1.642986	8.603539e-01	1.000000e+00	0.139610	1	0	1
PKLR	5.409836e-02	1.960396e-01	2.852505	8.603539e-01	1.000000e+00	0.126083	9	0	7
PKM	4.206400e-01	6.322811e-01	1.108142	1.000000e+00	1.000000e+00	0.330172	0	0	0
PKMYT1	8.510000e-01	9.129701e-01	0.385813	5.502339e-01	1.000000e+00	0.973792	2	0	0
PKN1	1.803636e-03	2.374236e-02	5.839615	8.321386e-01	1.000000e+00	0.237817	4	1	8
PKN2	5.583235e-01	7.244815e-01	0.874771	6.455981e-01	1.000000e+00	0.718543	5	0	1
PKN3	3.755670e-02	1.571824e-01	3.162578	8.782260e-01	1.000000e+00	0.097478	7	0	6
PKNOX1	9.210061e-01	9.530185e-01	0.268909	3.573003e-01	1.000000e+00	1.636043	4	0	0
PKNOX2	5.291939e-01	7.017073e-01	0.922392	7.404675e-01	1.000000e+00	0.479781	3	0	1
PKP1	2.607236e-04	6.498674e-03	7.639461	7.404675e-01	1.000000e+00	0.471312	6	2	11
PKP2	3.178685e-04	7.501054e-03	7.451233	8.928747e-01	1.000000e+00	0.022783	33	0	23
PKP3	3.821529e-01	6.096809e-01	1.160846	6.327262e-01	1.000000e+00	0.741106	10	0	4
PKP4	2.291689e-02	1.172606e-01	3.631556	8.825583e-01	1.000000e+00	0.076844	9	0	7
PLA1A	2.113093e-01	4.427818e-01	1.651433	7.404675e-01	1.000000e+00	0.475696	10	0	4
PLA2G10	4.206400e-01	6.322811e-01	1.105022	1.000000e+00	1.000000e+00	0.331203	0	0	0
PLA2G12A	1.988642e-02	1.079697e-01	3.758899	1.000000e+00	1.000000e+00	0.023309	0	0	2
PLA2G12B	3.887639e-03	3.888889e-02	5.171780	5.110843e-01	1.000000e+00	1.096370	4	3	7
PLA2G15	6.836708e-01	8.125175e-01	0.651203	7.273599e-01	1.000000e+00	0.481624	1	0	0
PLA2G16	5.272688e-02	1.934736e-01	2.872398	8.928747e-01	1.000000e+00	0.031241	1	0	2
PLA2G1B	6.093557e-01	7.610728e-01	0.768126	7.635844e-01	1.000000e+00	0.422246	1	0	0
PLA2G2A	1.712883e-01	3.914381e-01	1.858413	8.782260e-01	1.000000e+00	0.098060	1	0	1
PLA2G2C	6.093557e-01	7.610728e-01	0.763786	7.635844e-01	1.000000e+00	0.425161	1	0	0
PLA2G2D	1.580699e-01	3.746233e-01	1.934792	8.419086e-01	1.000000e+00	0.188014	3	0	2
PLA2G2E	9.524947e-01	9.717570e-01	0.208915	1.467142e-01	1.000000e+00	2.795548	7	0	0
PLA2G2F	5.291939e-01	7.017073e-01	0.934144	6.109468e-01	1.000000e+00	0.807186	8	0	2
PLA2G3	3.481410e-01	5.837061e-01	1.229512	5.110843e-01	1.000000e+00	1.093332	17	2	8
PLA2G4A	3.591664e-01	5.925055e-01	1.203393	4.267795e-01	1.000000e+00	1.366530	12	2	4
PLA2G4C	6.133969e-02	2.117564e-01	2.753619	8.419086e-01	1.000000e+00	0.183036	8	0	5
PLA2G4D	6.607379e-04	1.250845e-02	6.772421	8.866370e-01	1.000000e+00	0.057724	15	1	15
PLA2G4E	7.953855e-03	6.137522e-02	4.533374	8.700632e-01	1.000000e+00	0.111013	15	1	11
PLA2G4F	4.648380e-03	4.353571e-02	5.017960	8.928747e-01	1.000000e+00	0.032324	11	0	10
PLA2G5	1.176471e-02	7.873790e-02	4.198452	1.000000e+00	1.000000e+00	0.010197	1	0	3
PLA2G6	1.443802e-02	8.882663e-02	4.012767	8.928747e-01	1.000000e+00	0.039821	7	0	7
PLA2G7	5.583235e-01	7.244815e-01	0.872375	1.235901e-01	1.000000e+00	3.003498	9	3	3
PLA2R1	1.041109e-03	1.703184e-02	6.371709	7.048359e-01	1.000000e+00	0.525945	29	7	20
PLAA	4.470303e-01	6.486526e-01	1.077440	6.570931e-01	1.000000e+00	0.677306	7	0	2
PLAC1	5.980571e-02	2.085045e-01	2.767870	1.000000e+00	1.000000e+00	0.062796	0	0	1
PLAC1L	5.678239e-01	7.316215e-01	0.844112	6.184382e-01	1.000000e+00	0.781385	5	0	1
PLAC4	8.753366e-01	9.257243e-01	0.345496	5.172703e-01	1.000000e+00	1.066904	2	0	0
PLAC8	1.033894e-01	2.905988e-01	2.321283	1.000000e+00	1.000000e+00	0.098148	0	0	1
PLAC8L1	9.621522e-01	9.773896e-01	0.194661	8.933355e-02	1.000000e+00	3.416125	4	1	0
PLAC9	8.260313e-01	8.980546e-01	0.422883	5.502339e-01	1.000000e+00	0.975099	2	0	0
PLAG1	8.302439e-02	2.541797e-01	2.518515	8.202168e-01	1.000000e+00	0.267875	15	0	7
PLAGL1	4.339959e-01	6.415591e-01	1.091357	6.570931e-01	1.000000e+00	0.660109	8	0	3
PLAGL2	9.178899e-03	6.764048e-02	4.408991	8.928747e-01	1.000000e+00	0.026999	8	0	8
PLAT	6.944177e-02	2.284053e-01	2.641794	8.603539e-01	1.000000e+00	0.120181	4	0	3
PLAU	1.932212e-03	2.485642e-02	5.764579	1.000000e+00	1.000000e+00	0.004846	3	0	6
PLAUR	1.106754e-01	3.013664e-01	2.270314	8.782260e-01	1.000000e+00	0.093733	2	0	2
PLB1	1.130398e-03	1.783601e-02	6.266165	8.519965e-01	1.000000e+00	0.146479	31	3	23
PLBD1	1.580699e-01	3.746233e-01	1.932596	6.949945e-01	1.000000e+00	0.546892	14	0	5
PLBD2	1.207668e-01	3.176319e-01	2.192332	8.700632e-01	1.000000e+00	0.105869	2	0	2
PLCB1	1.207186e-03	1.862259e-02	6.219951	8.700632e-01	1.000000e+00	0.102722	56	1	23
PLCB2	1.071467e-05	6.230530e-04	10.403598	1.000000e+00	1.000000e+00	0.000468	10	0	13
PLCB3	6.607379e-04	1.250845e-02	6.763767	1.000000e+00	1.000000e+00	0.005290	8	0	10
PLCB4	2.928497e-02	1.356410e-01	3.403648	8.140469e-01	1.000000e+00	0.293741	79	6	28
PLCD1	9.621522e-01	9.773896e-01	0.197070	1.584610e-01	1.000000e+00	2.695712	7	0	0
PLCD3	3.842816e-02	1.594000e-01	3.148004	8.866370e-01	1.000000e+00	0.040272	2	0	3
PLCD4	1.207186e-03	1.862259e-02	6.207076	1.000000e+00	1.000000e+00	0.004539	4	0	6
PLCE1	3.276028e-01	5.667841e-01	1.266949	4.988142e-01	1.000000e+00	1.138461	49	4	16
PLCG1	5.053752e-04	1.028717e-02	7.017560	1.000000e+00	1.000000e+00	0.003678	7	0	9
PLCG2	4.464445e-05	1.855976e-03	9.193859	1.000000e+00	1.000000e+00	0.011238	21	1	18
PLCH1	1.803636e-03	2.374236e-02	5.829621	8.825583e-01	1.000000e+00	0.064958	67	3	30
PLCH2	1.378264e-02	8.647619e-02	4.041165	6.867120e-01	1.000000e+00	0.571214	12	2	11
PLCL1	3.887639e-03	3.888889e-02	5.173208	8.419086e-01	1.000000e+00	0.182165	19	2	14
PLCL2	1.428622e-05	7.912957e-04	10.185682	8.928747e-01	1.000000e+00	0.038161	35	3	25
PLCXD1	4.074967e-01	6.253665e-01	1.126258	1.000000e+00	1.000000e+00	0.324244	0	0	0
PLCXD2	2.745455e-02	1.303323e-01	3.469802	8.321386e-01	1.000000e+00	0.230435	10	1	8
PLCXD3	9.631237e-02	2.783782e-01	2.393978	7.817083e-01	1.000000e+00	0.382370	17	1	8
PLCZ1	7.953855e-03	6.137522e-02	4.536260	8.700632e-01	1.000000e+00	0.105860	27	1	13
PLD1	6.321619e-01	7.776416e-01	0.720195	4.037466e-01	1.000000e+00	1.441333	11	1	3
PLD2	1.375049e-04	4.313725e-03	8.274233	1.000000e+00	1.000000e+00	0.001257	9	0	13
PLD3	2.026858e-03	2.561499e-02	5.736641	6.741616e-01	1.000000e+00	0.606489	0	1	4
PLD4	8.951748e-02	2.658182e-01	2.453314	8.782260e-01	1.000000e+00	0.097497	3	0	3
PLD5	8.571735e-05	3.053435e-03	8.749391	8.140469e-01	1.000000e+00	0.285982	7	2	12
PLD6	4.470303e-01	6.486526e-01	1.067196	1.000000e+00	1.000000e+00	0.343972	0	0	0
PLEC	0.000000e+00	0.000000e+00	18.842055	1.000000e+00	1.000000e+00	0.004405	26	3	35
PLEK	0.000000e+00	0.000000e+00	14.110924	1.000000e+00	1.000000e+00	0.000007	4	0	11
PLEK2	1.942123e-01	4.224644e-01	1.732258	8.373442e-01	1.000000e+00	0.212270	3	0	2
PLEKHA1	1.861781e-01	4.122909e-01	1.773308	8.321386e-01	1.000000e+00	0.231024	4	0	2
PLEKHA2	3.182542e-01	5.576395e-01	1.284232	8.140469e-01	1.000000e+00	0.281871	2	0	1
PLEKHA3	6.209025e-01	7.694706e-01	0.759644	7.734223e-01	1.000000e+00	0.413597	1	0	0
PLEKHA4	1.942123e-01	4.224644e-01	1.726863	6.867120e-01	1.000000e+00	0.573285	13	0	6
PLEKHA5	1.131987e-01	3.051215e-01	2.240260	8.603539e-01	1.000000e+00	0.137382	3	0	2
PLEKHA6	2.871460e-01	5.291083e-01	1.360579	6.455981e-01	1.000000e+00	0.701514	11	0	4
PLEKHA7	1.236473e-02	8.126761e-02	4.153942	8.603539e-01	1.000000e+00	0.122356	22	1	14
PLEKHA8	2.036144e-02	1.095925e-01	3.725463	8.928747e-01	1.000000e+00	0.029205	2	0	3
PLEKHA8P1	2.023304e-01	4.325126e-01	1.696688	5.958516e-01	1.000000e+00	0.854292	3	1	2
PLEKHB1	8.006250e-01	8.832427e-01	0.478812	6.800439e-01	1.000000e+00	0.593228	1	0	0
PLEKHB2	4.206400e-01	6.322811e-01	1.104928	6.455981e-01	1.000000e+00	0.706143	6	0	2
PLEKHD1	3.021144e-01	5.431773e-01	1.330419	1.000000e+00	1.000000e+00	0.264366	0	0	0
PLEKHF1	4.194436e-02	1.679754e-01	3.070533	8.928747e-01	1.000000e+00	0.028996	1	0	2
PLEKHF2	6.133969e-02	2.117564e-01	2.741292	8.825583e-01	1.000000e+00	0.062446	2	0	2
PLEKHG1	1.081271e-01	2.974212e-01	2.296543	8.373442e-01	1.000000e+00	0.211039	8	0	4
PLEKHG2	2.802136e-01	5.217423e-01	1.388202	4.623201e-01	1.000000e+00	1.254551	23	0	8
PLEKHG3	1.749652e-01	3.970216e-01	1.823003	6.867120e-01	1.000000e+00	0.571394	13	0	5
PLEKHG4	1.580699e-01	3.746233e-01	1.928439	7.887800e-01	1.000000e+00	0.375250	10	0	5
PLEKHG4B	5.776813e-01	7.392199e-01	0.829112	3.982839e-01	1.000000e+00	1.479653	24	2	9
PLEKHG5	1.784939e-01	4.020959e-01	1.811683	6.867120e-01	1.000000e+00	0.577544	11	1	6
PLEKHG6	4.581056e-02	1.772228e-01	2.992940	6.800439e-01	1.000000e+00	0.588763	12	2	10
PLEKHG7	4.974303e-01	6.800728e-01	0.995448	6.455981e-01	1.000000e+00	0.719874	5	0	1
PLEKHH1	2.698311e-03	3.084303e-02	5.481086	1.000000e+00	1.000000e+00	0.013231	7	0	8
PLEKHH2	5.014108e-02	1.877876e-01	2.915509	8.075896e-01	1.000000e+00	0.318957	32	2	14
PLEKHH3	2.802136e-01	5.217423e-01	1.399525	8.519965e-01	1.000000e+00	0.157997	1	0	1
PLEKHJ1	5.982892e-01	7.524875e-01	0.785815	7.523037e-01	1.000000e+00	0.452209	1	0	0
PLEKHM1	8.302439e-02	2.541797e-01	2.509318	8.419086e-01	1.000000e+00	0.198870	8	0	5
PLEKHM1P	2.291153e-03	2.780668e-02	5.621804	1.000000e+00	1.000000e+00	0.009200	5	0	7
PLEKHM2	9.631237e-02	2.783782e-01	2.396965	8.603539e-01	1.000000e+00	0.136586	4	0	3
PLEKHM3	1.522554e-02	9.218294e-02	3.969342	8.419086e-01	1.000000e+00	0.197428	10	1	8
PLEKHN1	5.556806e-02	1.998138e-01	2.823537	8.782260e-01	1.000000e+00	0.084250	4	0	4
PLEKHO1	3.442980e-03	3.582311e-02	5.265254	1.000000e+00	1.000000e+00	0.005168	0	0	3
PLEKHO2	3.096646e-01	5.506001e-01	1.307160	8.140469e-01	1.000000e+00	0.287579	2	0	1
PLEKHS1	3.096646e-01	5.506001e-01	1.302637	1.000000e+00	1.000000e+00	0.271814	0	0	0
PLG	3.244759e-03	3.435432e-02	5.301532	8.419086e-01	1.000000e+00	0.196677	33	0	15
PLGLB2	3.096646e-01	5.506001e-01	1.307706	1.000000e+00	1.000000e+00	0.270440	0	0	0
PLGRKT	3.313154e-02	1.462363e-01	3.284755	8.928747e-01	1.000000e+00	0.024137	1	0	2
PLIN1	1.723633e-02	9.908634e-02	3.868670	1.000000e+00	1.000000e+00	0.019220	2	0	4
PLIN2	4.206400e-01	6.322811e-01	1.105136	1.000000e+00	1.000000e+00	0.331166	0	0	0
PLIN3	2.464374e-04	6.275580e-03	7.691842	1.000000e+00	1.000000e+00	0.000918	3	0	8
PLIN4	6.373442e-03	5.325276e-02	4.734456	8.140469e-01	1.000000e+00	0.289500	18	1	18
PLIN5	2.514483e-01	4.909554e-01	1.493490	6.687257e-01	1.000000e+00	0.622960	10	0	4
PLK1	1.712883e-01	3.914381e-01	1.840429	8.262367e-01	1.000000e+00	0.249615	5	0	3
PLK1S1	9.101182e-01	9.467908e-01	0.295890	2.617522e-01	1.000000e+00	2.044900	6	0	0
PLK2	3.944641e-01	6.174479e-01	1.158228	6.800439e-01	1.000000e+00	0.595436	6	0	2
PLK3	4.731901e-01	6.640029e-01	1.031606	7.048359e-01	1.000000e+00	0.530229	5	0	2
PLK4	1.749652e-01	3.970216e-01	1.828868	8.075896e-01	1.000000e+00	0.310825	7	0	3
PLLP	9.210061e-01	9.530185e-01	0.277206	3.982839e-01	1.000000e+00	1.468745	3	0	0
PLN	3.182542e-01	5.576395e-01	1.298712	1.000000e+00	1.000000e+00	0.272883	0	0	0
PLOD1	1.700061e-03	2.299517e-02	5.893959	1.000000e+00	1.000000e+00	0.004040	3	0	6
PLOD2	2.944159e-01	5.359960e-01	1.349410	7.273599e-01	1.000000e+00	0.486967	6	0	2
PLOD3	6.944177e-02	2.284053e-01	2.644293	8.782260e-01	1.000000e+00	0.084781	3	0	3
PLP1	9.173006e-02	2.704523e-01	2.423916	1.000000e+00	1.000000e+00	0.088574	0	0	1
PLP2	2.737866e-01	5.147044e-01	1.408066	8.519965e-01	1.000000e+00	0.151335	1	0	1
PLRG1	3.944641e-01	6.174479e-01	1.159788	7.635844e-01	1.000000e+00	0.428347	3	0	1
PLS1	3.182542e-01	5.576395e-01	1.298399	6.033340e-01	1.000000e+00	0.831741	12	0	3
PLS3	2.253545e-01	4.606797e-01	1.583766	8.373442e-01	1.000000e+00	0.209752	2	0	1
PLSCR1	3.705722e-01	6.009644e-01	1.185606	1.000000e+00	1.000000e+00	0.305561	0	0	0
PLSCR2	4.470303e-01	6.486526e-01	1.073949	6.800439e-01	1.000000e+00	0.597487	6	0	2
PLSCR3	1.485714e-01	3.605816e-01	1.995410	8.700632e-01	1.000000e+00	0.112482	2	0	2
PLSCR4	9.210061e-01	9.530185e-01	0.260409	1.018840e-01	1.000000e+00	3.248335	3	1	0
PLSCR5	4.685882e-02	1.796399e-01	2.975668	8.928747e-01	1.000000e+00	0.027170	1	0	2
PLTP	8.082610e-02	2.497434e-01	2.537523	8.928747e-01	1.000000e+00	0.037291	1	0	2
PLVAP	1.607200e-05	8.174387e-04	10.134436	1.000000e+00	1.000000e+00	0.000907	13	0	15
PLXDC1	5.087289e-01	6.875631e-01	0.976791	2.824851e-01	1.000000e+00	1.942122	9	2	4
PLXDC2	2.023304e-01	4.325126e-01	1.698011	6.391050e-01	1.000000e+00	0.732769	28	1	11
PLXNA1	3.339405e-04	7.733664e-03	7.393046	8.825583e-01	1.000000e+00	0.067683	14	1	15
PLXNA2	3.571556e-04	8.120179e-03	7.326433	1.000000e+00	1.000000e+00	0.004758	15	0	15
PLXNA3	2.928497e-02	1.356410e-01	3.414898	8.825583e-01	1.000000e+00	0.075537	9	0	7
PLXNA4	0.000000e+00	0.000000e+00	23.623934	1.000000e+00	1.000000e+00	0.000038	58	1	53
PLXNB1	3.680846e-02	1.551992e-01	3.181447	8.262367e-01	1.000000e+00	0.257662	17	1	12
PLXNB2	0.000000e+00	0.000000e+00	13.619697	1.000000e+00	1.000000e+00	0.016164	14	1	22
PLXNB3	5.136255e-02	1.908307e-01	2.893095	6.687257e-01	1.000000e+00	0.639167	4	1	5
PLXNC1	5.678239e-01	7.316215e-01	0.853733	3.050663e-01	1.000000e+00	1.859660	10	2	4
PLXND1	0.000000e+00	0.000000e+00	12.850068	1.000000e+00	1.000000e+00	0.000026	11	0	19
PM20D1	2.745455e-02	1.303323e-01	3.461088	7.153095e-01	1.000000e+00	0.513432	5	1	6
PM20D2	1.806136e-02	1.016687e-01	3.835585	1.000000e+00	1.000000e+00	0.021589	0	0	2
PMAIP1	4.731901e-01	6.640029e-01	1.035353	1.000000e+00	1.000000e+00	0.355101	0	0	0
PMCH	8.510000e-01	9.129701e-01	0.392932	3.926105e-01	1.000000e+00	1.487400	5	0	0
PMEL	9.101182e-01	9.467908e-01	0.283039	1.560502e-01	1.000000e+00	2.713335	6	1	1
PMEPA1	4.648380e-03	4.353571e-02	5.012814	8.012733e-01	1.000000e+00	0.337759	4	1	7
PMF1-BGLAP	7.487232e-02	2.382081e-01	2.594932	1.000000e+00	1.000000e+00	0.074651	0	0	1
PMFBP1	7.696703e-02	2.422301e-01	2.570715	7.523037e-01	1.000000e+00	0.457776	35	4	14
PML	3.377835e-01	5.754898e-01	1.253238	8.140469e-01	1.000000e+00	0.295454	2	0	1
PMM1	1.207668e-01	3.176319e-01	2.199053	8.700632e-01	1.000000e+00	0.102986	2	0	2
PMM2	3.481410e-01	5.837061e-01	1.229490	1.000000e+00	1.000000e+00	0.292442	0	0	0
PMP2	3.930140e-02	1.617641e-01	3.122762	8.866370e-01	1.000000e+00	0.056355	2	0	2
PMP22	1.156291e-01	3.093054e-01	2.233902	1.000000e+00	1.000000e+00	0.107110	0	0	1
PMPCA	8.951748e-02	2.658182e-01	2.452919	2.824851e-01	1.000000e+00	1.941570	2	2	3
PMPCB	7.627915e-01	8.600584e-01	0.522995	6.109468e-01	1.000000e+00	0.812746	2	0	0
PMS1	2.802136e-01	5.217423e-01	1.385299	7.153095e-01	1.000000e+00	0.509388	7	0	2
PMS2	7.498875e-01	8.509575e-01	0.544572	3.232437e-01	1.000000e+00	1.779291	13	1	3
PMS2CL	1.370085e-01	3.434596e-01	2.062525	8.782260e-01	1.000000e+00	0.080795	1	0	1
PMS2P5	3.821529e-01	6.096809e-01	1.169849	1.000000e+00	1.000000e+00	0.310414	0	0	0
PMVK	1.580699e-01	3.746233e-01	1.934700	8.419086e-01	1.000000e+00	0.192678	3	0	2
PNCK	1.485714e-01	3.605816e-01	1.996857	8.603539e-01	1.000000e+00	0.127632	2	0	2
PNISR	8.753366e-01	9.257243e-01	0.357113	1.536644e-01	1.000000e+00	2.737379	3	1	0
PNKD	1.942123e-01	4.224644e-01	1.739727	5.296403e-01	1.000000e+00	1.027859	3	1	3
PNKP	8.132433e-03	6.216216e-02	4.516348	7.950766e-01	1.000000e+00	0.347658	3	1	6
PNLDC1	1.803636e-03	2.374236e-02	5.839534	1.000000e+00	1.000000e+00	0.007821	5	0	7
PNLIP	1.723633e-02	9.908634e-02	3.877333	8.866370e-01	1.000000e+00	0.059361	9	0	7
PNLIPRP1	1.181989e-01	3.135731e-01	2.216792	8.202168e-01	1.000000e+00	0.274346	10	0	5
PNLIPRP2	1.056377e-01	2.939963e-01	2.312974	8.782260e-01	1.000000e+00	0.087423	2	0	2
PNLIPRP3	2.737866e-01	5.147044e-01	1.409736	6.741616e-01	1.000000e+00	0.611274	9	0	3
PNMA1	4.731901e-01	6.640029e-01	1.037435	7.273599e-01	1.000000e+00	0.493309	3	0	1
PNMA2	6.133969e-02	2.117564e-01	2.759111	4.441159e-01	1.000000e+00	1.311637	2	2	3
PNMA3	1.081271e-01	2.974212e-01	2.294919	8.463999e-01	1.000000e+00	0.162330	4	0	3
PNMA5	1.092896e-03	1.751073e-02	6.313429	7.950766e-01	1.000000e+00	0.351727	1	1	5
PNMAL1	2.802136e-01	5.217423e-01	1.391856	7.048359e-01	1.000000e+00	0.528686	6	0	2
PNMAL2	1.041109e-03	1.703184e-02	6.363300	1.000000e+00	1.000000e+00	0.005978	5	0	8
PNMT	5.583235e-01	7.244815e-01	0.862396	6.867120e-01	1.000000e+00	0.575119	3	0	1
PNN	5.230544e-03	4.669217e-02	4.917854	1.000000e+00	1.000000e+00	0.011098	3	0	4
PNO1	6.704543e-01	8.043900e-01	0.670475	7.273599e-01	1.000000e+00	0.481546	1	0	0
PNOC	3.930140e-02	1.617641e-01	3.136977	8.928747e-01	1.000000e+00	0.029540	1	0	2
PNP	2.181328e-02	1.142443e-01	3.674409	5.433230e-01	1.000000e+00	0.994524	0	1	2
PNPLA1	7.883496e-02	2.458292e-01	2.551255	8.262367e-01	1.000000e+00	0.256532	15	0	8
PNPLA2	2.303404e-01	4.667318e-01	1.568445	8.603539e-01	1.000000e+00	0.129113	1	0	1
PNPLA3	2.159434e-01	4.487642e-01	1.623834	8.603539e-01	1.000000e+00	0.120414	1	0	1
PNPLA4	8.521019e-02	2.580778e-01	2.485990	1.000000e+00	1.000000e+00	0.083243	0	0	1
PNPLA5	1.261224e-01	3.268814e-01	2.149810	6.949945e-01	1.000000e+00	0.554393	7	1	5
PNPLA6	2.142934e-05	1.025641e-03	9.720093	1.000000e+00	1.000000e+00	0.000597	13	0	17
PNPLA7	3.930140e-02	1.617641e-01	3.138791	6.949945e-01	1.000000e+00	0.543436	14	2	11
PNPLA8	9.178899e-03	6.764048e-02	4.404507	8.928747e-01	1.000000e+00	0.024404	5	0	5
PNPO	1.580699e-01	3.746233e-01	1.931581	8.700632e-01	1.000000e+00	0.101824	1	0	1
PNPT1	2.355120e-01	4.737141e-01	1.542646	8.140469e-01	1.000000e+00	0.287978	4	0	2
PNRC1	7.752045e-01	8.676601e-01	0.515565	6.867120e-01	1.000000e+00	0.571723	1	0	0
POC1A	1.070217e-02	7.393289e-02	4.275754	1.000000e+00	1.000000e+00	0.007608	1	0	3
POC5	8.385496e-01	9.058607e-01	0.407122	4.865656e-01	1.000000e+00	1.168291	3	0	0
PODN	1.901854e-03	2.468707e-02	5.790824	1.000000e+00	1.000000e+00	0.013996	10	0	10
PODNL1	5.678239e-01	7.316215e-01	0.846700	7.734223e-01	1.000000e+00	0.403221	2	0	1
PODXL	2.459677e-01	4.853312e-01	1.503878	3.982839e-01	1.000000e+00	1.467391	8	2	5
PODXL2	2.678006e-01	5.087285e-01	1.434370	7.734223e-01	1.000000e+00	0.406485	5	0	2
POF1B	6.766313e-02	2.249733e-01	2.667344	7.817083e-01	1.000000e+00	0.380434	16	0	6
