w Exp(t) + (1-w) InverseGamma(a,b): [a,b,t,w] =	[2.433361, 2.387495, 3.947957, 0.7499894]
gene	p_phi_neg	q_phi_neg	phi_neg	p_phi_pos	q_phi_pos	phi_pos_or_p(m=0|s)*p(k=0|s)	m_obs	k_obs	s_obs
MRPS30	4.927997e-01	7.643207e-01	0.614780	1.000000e+00	1.000000e+00	0.540760	0	0	0
MRPS31	2.640666e-01	6.926738e-01	0.723918	1.000000e+00	1.000000e+00	0.484849	0	0	0
MRPS33	1.748152e-01	6.455193e-01	0.809277	1.000000e+00	1.000000e+00	0.445180	0	0	0
MRPS34	4.558074e-01	7.535294e-01	0.620361	1.000000e+00	1.000000e+00	0.537750	0	0	0
MRPS35	2.640666e-01	6.926738e-01	0.725198	1.000000e+00	1.000000e+00	0.484229	0	0	0
MRPS36	2.640666e-01	6.926738e-01	0.734863	1.000000e+00	1.000000e+00	0.479571	0	0	0
MRPS5	7.149148e-01	8.573466e-01	0.335858	4.351191e-01	1.000000e+00	0.785945	1	0	0
MRPS6	4.161488e-01	7.441879e-01	0.644169	1.000000e+00	1.000000e+00	0.525099	0	0	0
MRPS7	3.332030e-01	7.200239e-01	0.697828	1.000000e+00	1.000000e+00	0.497665	0	0	0
MRPS9	2.356334e-01	6.802248e-01	0.745838	1.000000e+00	1.000000e+00	0.474337	0	0	0
MRRF	2.640666e-01	6.926738e-01	0.726147	1.000000e+00	1.000000e+00	0.483770	0	0	0
MRS2	3.332030e-01	7.200239e-01	0.690523	1.000000e+00	1.000000e+00	0.501314	0	0	0
MRTO4	2.896711e-02	3.969897e-01	1.707347	1.000000e+00	1.000000e+00	0.181346	0	0	1
MRVI1	9.294261e-02	5.407938e-01	1.226786	5.411050e-01	1.000000e+00	0.412570	4	0	3
MS4A1	4.161488e-01	7.441879e-01	0.646459	5.300029e-01	1.000000e+00	0.576759	2	0	1
MS4A10	5.492250e-01	7.791923e-01	0.567442	1.101950e-01	1.000000e+00	2.661392	0	1	0
MS4A12	7.707757e-01	8.793118e-01	0.288714	4.351191e-01	1.000000e+00	0.797255	1	0	0
MS4A13	3.744634e-01	7.332144e-01	0.669153	1.000000e+00	1.000000e+00	0.512142	0	0	0
MS4A14	8.622647e-01	9.215593e-01	0.206023	2.848852e-01	1.000000e+00	1.408494	2	0	0
MS4A15	8.426551e-01	9.115090e-01	0.235620	3.622237e-01	1.000000e+00	0.890197	1	0	0
MS4A2	3.332030e-01	7.200239e-01	0.694416	1.000000e+00	1.000000e+00	0.499366	0	0	0
MS4A3	4.161488e-01	7.441879e-01	0.658279	1.000000e+00	1.000000e+00	0.517742	0	0	0
MS4A4A	4.927997e-01	7.643207e-01	0.616225	1.000000e+00	1.000000e+00	0.539979	0	0	0
MS4A4E	2.032037e-02	3.647115e-01	1.880693	1.000000e+00	1.000000e+00	0.152484	0	0	1
MS4A5	3.744634e-01	7.332144e-01	0.663635	1.000000e+00	1.000000e+00	0.514976	0	0	0
MS4A6A	4.161488e-01	7.441879e-01	0.648021	1.000000e+00	1.000000e+00	0.523080	0	0	0
MS4A6E	4.558074e-01	7.535294e-01	0.630548	1.000000e+00	1.000000e+00	0.532300	0	0	0
MS4A7	4.161488e-01	7.441879e-01	0.640461	1.000000e+00	1.000000e+00	0.527050	0	0	0
MS4A8	5.250759e-01	7.728329e-01	0.599009	1.000000e+00	1.000000e+00	0.549356	0	0	0
MSANTD1	3.067967e-02	4.055713e-01	1.688800	1.000000e+00	1.000000e+00	0.184741	0	0	1
MSANTD2	7.433069e-01	8.667271e-01	0.314743	4.015626e-01	1.000000e+00	0.821716	1	0	0
MSANTD3-TMEFF1	3.250652e-02	4.113672e-01	1.665743	1.000000e+00	1.000000e+00	0.189050	0	0	1
MSANTD4	1.629344e-01	6.355974e-01	0.832771	1.000000e+00	1.000000e+00	0.434843	0	0	0
MSC	4.558074e-01	7.535294e-01	0.621720	1.000000e+00	1.000000e+00	0.537020	0	0	0
MSGN1	4.558074e-01	7.535294e-01	0.631993	1.000000e+00	1.000000e+00	0.531531	0	0	0
MSH2	1.442034e-01	6.216397e-01	0.867831	1.849370e-01	1.000000e+00	2.016673	1	1	1
MSH3	4.432123e-02	4.433548e-01	1.571668	1.000000e+00	1.000000e+00	0.207698	0	0	1
MSH4	7.149148e-01	8.573466e-01	0.322309	4.509465e-01	1.000000e+00	0.777524	1	0	0
MSH5-SAPCD1	4.558074e-01	7.535294e-01	0.631798	1.000000e+00	1.000000e+00	0.531635	0	0	0
MSH6	2.356334e-01	6.802248e-01	0.748388	1.000000e+00	1.000000e+00	0.473128	0	0	0
MSI1	5.492250e-01	7.791923e-01	0.579132	1.000000e+00	1.000000e+00	0.560385	0	0	0
MSI2	7.433069e-01	8.667271e-01	0.301831	4.351191e-01	1.000000e+00	0.793861	1	0	0
MSL1	2.111790e-01	6.655186e-01	0.762595	1.000000e+00	1.000000e+00	0.466454	0	0	0
MSL2	2.964874e-01	7.072503e-01	0.700659	1.000000e+00	1.000000e+00	0.496258	0	0	0
MSL3	6.481178e-01	8.301494e-01	0.384979	5.019108e-01	1.000000e+00	0.697972	1	0	0
MSL3P1	7.149148e-01	8.573466e-01	0.334006	4.509465e-01	1.000000e+00	0.762655	1	0	0
MSLN	9.548912e-02	5.455770e-01	1.190490	1.758295e-01	1.000000e+00	2.093254	0	1	1
MSMB	1.748152e-01	6.455193e-01	0.807026	1.000000e+00	1.000000e+00	0.446183	0	0	0
MSMO1	4.558074e-01	7.535294e-01	0.631438	1.354763e-01	1.000000e+00	2.425210	0	1	0
MSMP	5.492250e-01	7.791923e-01	0.577244	1.000000e+00	1.000000e+00	0.561444	0	0	0
MSN	3.432265e-03	1.929719e-01	2.981698	1.000000e+00	1.000000e+00	0.050707	0	0	2
MSR1	9.648666e-01	9.775402e-01	0.116431	9.522483e-02	1.000000e+00	2.822705	4	0	0
MSRA	5.808154e-01	7.906578e-01	0.523666	4.656220e-01	1.000000e+00	0.757703	2	0	1
MSRB1	2.356334e-01	6.802248e-01	0.743536	1.000000e+00	1.000000e+00	0.475430	0	0	0
MSRB2	4.927997e-01	7.643207e-01	0.618111	1.000000e+00	1.000000e+00	0.538961	0	0	0
MSRB3	9.040966e-01	9.432601e-01	0.172669	2.469410e-01	1.000000e+00	1.573283	2	0	0
MSS51	5.779671e-02	4.717242e-01	1.496640	1.000000e+00	1.000000e+00	0.223881	0	0	1
MST1	4.161488e-01	7.441879e-01	0.645521	1.000000e+00	1.000000e+00	0.524389	0	0	0
MST1L	4.558074e-01	7.535294e-01	0.639965	1.000000e+00	1.000000e+00	0.527311	0	0	0
MST1R	9.257741e-01	9.555685e-01	0.149180	2.421086e-01	1.000000e+00	1.595481	2	0	0
MST4	6.212811e-01	8.156445e-01	0.434719	3.049305e-01	1.000000e+00	1.284453	4	0	1
MSTN	5.808154e-01	7.906578e-01	0.538734	3.730437e-01	1.000000e+00	0.879581	3	0	1
MSTO1	4.927997e-01	7.643207e-01	0.618134	1.000000e+00	1.000000e+00	0.538949	0	0	0
MSTO2P	4.558074e-01	7.535294e-01	0.633002	1.000000e+00	1.000000e+00	0.530995	0	0	0
MSX1	5.492250e-01	7.791923e-01	0.576776	1.000000e+00	1.000000e+00	0.561706	0	0	0
MSX2	4.558074e-01	7.535294e-01	0.626191	1.000000e+00	1.000000e+00	0.534624	0	0	0
MT1A	1.748152e-01	6.455193e-01	0.810440	1.000000e+00	1.000000e+00	0.444662	0	0	0
MT1B	1.629344e-01	6.355974e-01	0.826358	1.000000e+00	1.000000e+00	0.437640	0	0	0
MT1E	2.111790e-01	6.655186e-01	0.773472	1.000000e+00	1.000000e+00	0.461408	0	0	0
MT1F	2.111790e-01	6.655186e-01	0.767883	1.000000e+00	1.000000e+00	0.463995	0	0	0
MT1G	1.911461e-01	6.559907e-01	0.782483	1.000000e+00	1.000000e+00	0.457269	0	0	0
MT1H	6.674131e-01	8.386357e-01	0.370144	4.656220e-01	1.000000e+00	0.758297	1	0	0
MT1HL1	3.332030e-01	7.200239e-01	0.686018	1.000000e+00	1.000000e+00	0.503577	0	0	0
MT1M	2.964874e-01	7.072503e-01	0.710650	1.000000e+00	1.000000e+00	0.491325	0	0	0
MT1X	2.111790e-01	6.655186e-01	0.761688	1.000000e+00	1.000000e+00	0.466878	0	0	0
MT2A	2.640666e-01	6.926738e-01	0.739982	1.000000e+00	1.000000e+00	0.477123	0	0	0
MT3	1.748152e-01	6.455193e-01	0.818286	1.000000e+00	1.000000e+00	0.441187	0	0	0
MT4	6.331940e-01	8.224913e-01	0.401588	4.795868e-01	1.000000e+00	0.735340	1	0	0
MTA1	6.470945e-02	4.864546e-01	1.446564	1.000000e+00	1.000000e+00	0.235378	0	0	1
MTA2	1.162542e-02	2.964481e-01	2.351312	1.000000e+00	1.000000e+00	0.095244	0	0	2
MTA3	2.356334e-01	6.802248e-01	0.743702	1.000000e+00	1.000000e+00	0.475351	0	0	0
MTAP	6.157006e-02	4.782633e-01	1.469465	1.000000e+00	1.000000e+00	0.230048	0	0	1
MTBP	1.053448e-01	5.674940e-01	1.068317	5.876710e-01	1.000000e+00	0.242185	1	0	1
MTCH1	5.250759e-01	7.728329e-01	0.587602	1.000000e+00	1.000000e+00	0.555658	0	0	0
MTCH2	5.250759e-01	7.728329e-01	0.594669	1.000000e+00	1.000000e+00	0.551745	0	0	0
MTCP1	8.825494e-01	9.319793e-01	0.193073	2.469410e-01	1.000000e+00	1.560883	2	0	0
MTDH	4.558074e-01	7.535294e-01	0.634498	1.422515e-01	1.000000e+00	2.362805	0	1	0
MTERF	2.293475e-02	3.712923e-01	1.807596	1.000000e+00	1.000000e+00	0.164048	0	0	1
MTERFD1	6.481178e-01	8.301494e-01	0.389280	5.019108e-01	1.000000e+00	0.680899	1	0	0
MTERFD2	1.911461e-01	6.559907e-01	0.784881	1.000000e+00	1.000000e+00	0.456174	0	0	0
MTERFD3	1.748152e-01	6.455193e-01	0.813900	1.000000e+00	1.000000e+00	0.443126	0	0	0
MTF1	1.748152e-01	6.455193e-01	0.815851	5.673578e-01	1.000000e+00	0.300853	1	0	1
MTF2	2.111790e-01	6.655186e-01	0.771485	1.000000e+00	1.000000e+00	0.462326	0	0	0
MTFMT	4.558074e-01	7.535294e-01	0.628804	1.000000e+00	1.000000e+00	0.533229	0	0	0
MTFR1	3.332030e-01	7.200239e-01	0.687385	1.000000e+00	1.000000e+00	0.502889	0	0	0
MTFR1L	4.558074e-01	7.535294e-01	0.629464	1.000000e+00	1.000000e+00	0.532877	0	0	0
MTFR2	2.356334e-01	6.802248e-01	0.744032	1.000000e+00	1.000000e+00	0.475194	0	0	0
MTG1	4.927997e-01	7.643207e-01	0.617008	1.000000e+00	1.000000e+00	0.539556	0	0	0
MTG2	5.492250e-01	7.791923e-01	0.573866	1.000000e+00	1.000000e+00	0.563343	0	0	0
MTHFD1	1.122183e-02	2.941948e-01	2.366401	6.050341e-01	1.000000e+00	0.044156	1	0	3
MTHFD1L	5.492250e-01	7.791923e-01	0.574992	1.000000e+00	1.000000e+00	0.562710	0	0	0
MTHFD2	4.927997e-01	7.643207e-01	0.613745	1.000000e+00	1.000000e+00	0.541320	0	0	0
MTHFD2L	7.454373e-02	5.052409e-01	1.399466	1.000000e+00	1.000000e+00	0.246729	0	0	1
MTHFR	6.893139e-01	8.473318e-01	0.353519	4.509465e-01	1.000000e+00	0.765478	1	0	0
MTHFS	2.964874e-01	7.072503e-01	0.706336	1.000000e+00	1.000000e+00	0.493449	0	0	0
MTHFSD	7.975160e-01	8.903902e-01	0.266865	3.862727e-01	1.000000e+00	0.854141	1	0	0
MTIF2	2.111790e-01	6.655186e-01	0.772318	1.000000e+00	1.000000e+00	0.461941	0	0	0
MTIF3	3.744634e-01	7.332144e-01	0.660958	1.000000e+00	1.000000e+00	0.516356	0	0	0
MTL5	5.250759e-01	7.728329e-01	0.580885	5.019108e-01	1.000000e+00	0.689571	2	0	1
MTM1	7.707757e-01	8.793118e-01	0.284073	6.770599e-02	1.000000e+00	3.222212	1	1	0
MTMR1	6.893139e-01	8.473318e-01	0.356012	2.848852e-01	1.000000e+00	1.400207	4	0	1
MTMR10	2.640666e-01	6.926738e-01	0.724164	1.000000e+00	1.000000e+00	0.484730	0	0	0
MTMR11	1.911461e-01	6.559907e-01	0.798974	5.241580e-01	1.000000e+00	0.602045	3	0	2
MTMR12	2.964874e-01	7.072503e-01	0.709469	5.273474e-01	1.000000e+00	0.582307	2	0	1
MTMR14	3.881924e-02	4.328554e-01	1.601493	6.010786e-01	1.000000e+00	0.116665	1	0	2
MTMR2	2.964874e-01	7.072503e-01	0.700483	1.000000e+00	1.000000e+00	0.496345	0	0	0
MTMR3	4.558074e-01	7.535294e-01	0.629333	1.082574e-01	1.000000e+00	2.681155	0	1	0
MTMR4	2.111790e-01	6.655186e-01	0.770695	1.686935e-01	1.000000e+00	2.141792	1	1	1
MTMR6	2.620272e-02	3.863349e-01	1.746917	1.000000e+00	1.000000e+00	0.174311	0	0	1
MTMR7	8.622647e-01	9.215593e-01	0.210032	2.805904e-01	1.000000e+00	1.420621	2	0	0
MTMR8	6.481178e-01	8.301494e-01	0.392706	1.612700e-01	1.000000e+00	2.201780	10	0	2
MTMR9	3.744634e-01	7.332144e-01	0.677905	1.000000e+00	1.000000e+00	0.507679	0	0	0
MTNR1A	5.839494e-04	9.478261e-02	4.209711	1.000000e+00	1.000000e+00	0.006490	1	0	5
MTNR1B	6.119397e-01	8.091285e-01	0.445031	4.351191e-01	1.000000e+00	0.784499	2	0	1
MTO1	4.161488e-01	7.441879e-01	0.653551	1.000000e+00	1.000000e+00	0.520195	0	0	0
MTOR	6.470945e-02	4.864546e-01	1.446008	5.827744e-01	1.000000e+00	0.271965	3	0	3
MTPAP	2.964874e-01	7.072503e-01	0.703408	1.000000e+00	1.000000e+00	0.494896	0	0	0
MTR	5.250759e-01	7.728329e-01	0.593150	5.158006e-01	1.000000e+00	0.653548	2	0	1
MTRF1	3.332030e-01	7.200239e-01	0.697985	1.000000e+00	1.000000e+00	0.497587	0	0	0
MTRF1L	2.964874e-01	7.072503e-01	0.700811	1.000000e+00	1.000000e+00	0.496183	0	0	0
MTRR	9.040966e-01	9.432601e-01	0.163669	2.421086e-01	1.000000e+00	1.592238	2	0	0
MTSS1	4.558074e-01	7.535294e-01	0.634797	1.000000e+00	1.000000e+00	0.530043	0	0	0
MTSS1L	4.927997e-01	7.643207e-01	0.611148	1.000000e+00	1.000000e+00	0.542727	0	0	0
MTTP	9.456784e-01	9.659644e-01	0.129303	1.661756e-01	1.000000e+00	2.172887	3	0	0
MTUS1	4.019786e-03	2.050091e-01	2.877749	1.000000e+00	1.000000e+00	0.056261	0	0	2
MTUS2	8.041359e-03	2.651943e-01	2.533342	5.915193e-01	1.000000e+00	0.218961	10	0	7
MTX1	5.492250e-01	7.791923e-01	0.566800	1.000000e+00	1.000000e+00	0.567338	0	0	0
MTX2	2.640666e-01	6.926738e-01	0.727475	1.000000e+00	1.000000e+00	0.483127	0	0	0
MTX3	3.744634e-01	7.332144e-01	0.666709	1.000000e+00	1.000000e+00	0.513395	0	0	0
MUC1	2.964874e-01	7.072503e-01	0.714738	5.577896e-01	1.000000e+00	0.338836	1	0	1
MUC12	4.927997e-01	7.643207e-01	0.614141	1.000000e+00	1.000000e+00	0.541106	0	0	0
MUC13	4.756241e-02	4.536536e-01	1.550845	1.000000e+00	1.000000e+00	0.212069	0	0	1
MUC15	1.373942e-01	6.154548e-01	0.890488	5.391675e-01	1.000000e+00	0.455515	3	0	2
MUC16	1.160863e-01	5.856396e-01	0.991933	2.805904e-01	1.000000e+00	1.430916	87	3	29
MUC17	5.971463e-01	7.993068e-01	0.481761	2.127683e-01	1.000000e+00	1.749700	19	0	6
MUC19	5.808154e-01	7.906578e-01	0.537466	1.000000e+00	1.000000e+00	0.584227	0	0	0
MUC2	1.078610e-02	2.926357e-01	2.399164	6.010786e-01	1.000000e+00	0.109476	4	0	5
MUC20	9.648666e-01	9.775402e-01	0.116403	2.154256e-01	1.000000e+00	1.724545	2	0	0
MUC21	8.214472e-01	9.007833e-01	0.244628	3.862727e-01	1.000000e+00	0.844617	1	0	0
MUC22	5.250759e-01	7.728329e-01	0.596424	1.000000e+00	1.000000e+00	0.550777	0	0	0
MUC3A	9.040966e-01	9.432601e-01	0.161090	2.469410e-01	1.000000e+00	1.571837	2	0	0
MUC4	8.825494e-01	9.319793e-01	0.194236	6.555591e-03	1.000000e+00	5.979110	7	2	3
MUC5B	7.707757e-01	8.793118e-01	0.280695	1.162059e-01	1.000000e+00	2.604081	11	0	3
MUC6	5.492250e-01	7.791923e-01	0.578560	1.000000e+00	1.000000e+00	0.560705	0	0	0
MUC7	9.968035e-01	9.989441e-01	0.051285	7.463659e-02	1.000000e+00	3.103595	4	0	0
MUCL1	5.895925e-01	7.950682e-01	0.507212	6.990607e-02	1.000000e+00	3.187951	0	1	0
MUL1	4.161488e-01	7.441879e-01	0.648466	1.000000e+00	1.000000e+00	0.522847	0	0	0
MUM1	4.161488e-01	7.441879e-01	0.645154	1.000000e+00	1.000000e+00	0.524582	0	0	0
MUM1L1	1.526769e-01	6.299440e-01	0.850354	6.239330e-02	1.000000e+00	3.337127	27	0	4
MURC	6.212811e-01	8.156445e-01	0.435541	5.096843e-01	1.000000e+00	0.660657	1	0	0
MUS81	2.640666e-01	6.926738e-01	0.735119	5.505447e-01	1.000000e+00	0.356974	1	0	1
MUSK	5.492250e-01	7.791923e-01	0.568826	3.270099e-01	1.000000e+00	1.090242	5	0	2
MUT	4.161488e-01	7.441879e-01	0.647914	1.000000e+00	1.000000e+00	0.523136	0	0	0
MUTYH	7.707757e-01	8.793118e-01	0.281903	3.730437e-01	1.000000e+00	0.865539	1	0	0
MVB12A	5.492250e-01	7.791923e-01	0.577229	1.000000e+00	1.000000e+00	0.561452	0	0	0
MVB12B	4.558074e-01	7.535294e-01	0.622039	1.000000e+00	1.000000e+00	0.536849	0	0	0
MVD	5.492250e-01	7.791923e-01	0.563200	1.000000e+00	1.000000e+00	0.569384	0	0	0
MVK	5.250759e-01	7.728329e-01	0.585833	1.000000e+00	1.000000e+00	0.556642	0	0	0
MVP	9.257741e-01	9.555685e-01	0.152060	2.252688e-01	1.000000e+00	1.666541	2	0	0
MX1	6.893139e-01	8.473318e-01	0.343107	4.509465e-01	1.000000e+00	0.770099	1	0	0
MX2	8.825494e-01	9.319793e-01	0.188127	2.573110e-01	1.000000e+00	1.535932	2	0	0
MXD1	2.640666e-01	6.926738e-01	0.731236	1.000000e+00	1.000000e+00	0.481314	0	0	0
MXD3	4.161488e-01	7.441879e-01	0.644981	1.000000e+00	1.000000e+00	0.524672	0	0	0
MXD4	2.964874e-01	7.072503e-01	0.700547	1.000000e+00	1.000000e+00	0.496314	0	0	0
MXI1	4.756241e-02	4.536536e-01	1.540694	1.000000e+00	1.000000e+00	0.214232	0	0	1
MXRA5	0.000000e+00	0.000000e+00	9.018790	1.000000e+00	1.000000e+00	0.011086	77	2	42
MXRA7	4.558074e-01	7.535294e-01	0.628146	1.000000e+00	1.000000e+00	0.533580	0	0	0
MXRA8	7.756348e-02	5.108680e-01	1.375050	1.000000e+00	1.000000e+00	0.252827	0	0	1
MYADM	5.681381e-01	7.853712e-01	0.545160	1.000000e+00	1.000000e+00	0.579749	0	0	0
MYADML	8.214472e-01	9.007833e-01	0.246014	3.536733e-01	1.000000e+00	0.910173	1	0	0
MYADML2	5.808154e-01	7.906578e-01	0.520481	1.000000e+00	1.000000e+00	0.594235	0	0	0
MYB	2.620272e-02	3.863349e-01	1.754956	6.010786e-01	1.000000e+00	0.100438	1	0	2
MYBBP1A	6.481178e-01	8.301494e-01	0.385346	3.185507e-01	1.000000e+00	1.165010	3	0	1
MYBL1	1.748152e-01	6.455193e-01	0.814628	1.000000e+00	1.000000e+00	0.442804	0	0	0
MYBL2	7.149148e-01	8.573466e-01	0.338551	4.351191e-01	1.000000e+00	0.788458	1	0	0
MYBPC1	7.149148e-01	8.573466e-01	0.324818	1.101950e-01	1.000000e+00	2.667789	3	1	1
MYBPC2	9.134433e-02	5.370184e-01	1.257260	5.401443e-01	1.000000e+00	0.433123	4	0	3
MYBPC3	9.816958e-01	9.887942e-01	0.085006	5.268045e-02	1.000000e+00	3.529384	5	0	0
MYBPH	5.971463e-01	7.993068e-01	0.487346	4.509465e-01	1.000000e+00	0.764724	2	0	1
MYBPHL	5.250759e-01	7.728329e-01	0.588173	1.000000e+00	1.000000e+00	0.555341	0	0	0
MYCBP	1.911461e-01	6.559907e-01	0.788036	1.000000e+00	1.000000e+00	0.454737	0	0	0
MYCBP2	5.895925e-01	7.950682e-01	0.508499	3.049305e-01	1.000000e+00	1.280775	6	0	2
MYCBPAP	6.712740e-03	2.466535e-01	2.611543	5.976517e-01	1.000000e+00	0.134502	5	0	5
MYCL1	8.825494e-01	9.319793e-01	0.187055	2.469410e-01	1.000000e+00	1.570449	2	0	0
MYCN	1.911461e-01	6.559907e-01	0.797238	5.577896e-01	1.000000e+00	0.326797	1	0	1
MYCT1	4.138362e-02	4.376582e-01	1.597821	1.000000e+00	1.000000e+00	0.202337	0	0	1
MYD88	4.161488e-01	7.441879e-01	0.650230	1.000000e+00	1.000000e+00	0.521925	0	0	0
MYEF2	2.356334e-01	6.802248e-01	0.758529	1.000000e+00	1.000000e+00	0.468355	0	0	0
MYEOV	9.134433e-02	5.370184e-01	1.254060	1.000000e+00	1.000000e+00	0.285344	0	0	1
MYEOV2	3.332030e-01	7.200239e-01	0.698429	1.000000e+00	1.000000e+00	0.497366	0	0	0
MYF5	6.481178e-01	8.301494e-01	0.383408	2.994821e-01	1.000000e+00	1.339041	4	0	1
MYF6	8.622647e-01	9.215593e-01	0.200763	2.671363e-01	1.000000e+00	1.494539	2	0	0
MYH1	3.760849e-03	2.017241e-01	2.917077	5.577896e-01	1.000000e+00	0.320680	28	2	13
MYH10	3.332030e-01	7.200239e-01	0.681208	5.203025e-01	1.000000e+00	0.622480	2	0	1
MYH11	1.129130e-01	5.810955e-01	1.008567	5.827744e-01	1.000000e+00	0.274160	1	0	1
MYH13	3.392978e-05	3.015873e-02	6.108509	6.050341e-01	1.000000e+00	0.042768	16	1	13
MYH14	1.526769e-01	6.299440e-01	0.843582	5.203025e-01	1.000000e+00	0.625393	3	0	2
MYH15	1.033162e-01	5.640538e-01	1.081088	5.876710e-01	1.000000e+00	0.243628	1	0	1
MYH16	2.356334e-01	6.802248e-01	0.759307	1.000000e+00	1.000000e+00	0.467990	0	0	0
MYH2	4.893032e-04	8.761905e-02	4.348068	6.010786e-01	1.000000e+00	0.110860	19	1	12
MYH3	2.425087e-03	1.652068e-01	3.293898	5.158006e-01	1.000000e+00	0.644400	6	2	7
MYH4	2.344727e-03	1.651572e-01	3.314756	5.673578e-01	1.000000e+00	0.311842	18	2	11
MYH6	2.182221e-03	1.610013e-01	3.366920	6.037644e-01	1.000000e+00	0.070865	4	0	5
MYH7	5.084110e-02	4.597868e-01	1.525161	5.203025e-01	1.000000e+00	0.622066	8	0	4
MYH7B	4.138362e-02	4.376582e-01	1.593370	5.827744e-01	1.000000e+00	0.274636	3	0	3
MYH8	0.000000e+00	0.000000e+00	9.312153	1.000000e+00	1.000000e+00	0.017568	13	1	15
MYH9	1.129130e-01	5.810955e-01	1.013625	5.827744e-01	1.000000e+00	0.277144	1	0	1
MYL1	3.332030e-01	7.200239e-01	0.698022	1.000000e+00	1.000000e+00	0.497569	0	0	0
MYL10	2.964874e-01	7.072503e-01	0.712937	1.000000e+00	1.000000e+00	0.490202	0	0	0
MYL12A	1.315386e-01	6.078980e-01	0.909427	1.000000e+00	1.000000e+00	0.402755	0	0	0
MYL12B	1.629344e-01	6.355974e-01	0.834173	1.000000e+00	1.000000e+00	0.434233	0	0	0
MYL2	6.481178e-01	8.301494e-01	0.387422	5.019108e-01	1.000000e+00	0.698017	1	0	0
MYL3	4.284082e-03	2.109938e-01	2.838137	1.000000e+00	1.000000e+00	0.058535	0	0	2
MYL4	3.744634e-01	7.332144e-01	0.671961	1.000000e+00	1.000000e+00	0.510706	0	0	0
MYL5	2.356334e-01	6.802248e-01	0.750400	1.000000e+00	1.000000e+00	0.472177	0	0	0
MYL6	8.952284e-02	5.345596e-01	1.267577	5.876710e-01	1.000000e+00	0.256711	2	0	2
MYL6B	3.744634e-01	7.332144e-01	0.662370	1.000000e+00	1.000000e+00	0.515628	0	0	0
MYL7	7.149148e-01	8.573466e-01	0.321178	4.509465e-01	1.000000e+00	0.768143	1	0	0
MYL9	2.493660e-02	3.799728e-01	1.774838	1.000000e+00	1.000000e+00	0.169511	0	0	1
MYLIP	2.356334e-01	6.802248e-01	0.748599	1.000000e+00	1.000000e+00	0.473029	0	0	0
MYLK	2.896711e-02	3.969897e-01	1.706082	5.757348e-01	1.000000e+00	0.299926	5	0	4
MYLK2	1.373942e-01	6.154548e-01	0.890314	5.757348e-01	1.000000e+00	0.289084	1	0	1
MYLK3	1.526769e-01	6.299440e-01	0.846296	5.323512e-01	1.000000e+00	0.551025	3	0	2
MYLK4	2.356334e-01	6.802248e-01	0.759098	1.000000e+00	1.000000e+00	0.468088	0	0	0
MYLPF	2.111790e-01	6.655186e-01	0.765295	1.000000e+00	1.000000e+00	0.465197	0	0	0
MYNN	2.356334e-01	6.802248e-01	0.750262	1.000000e+00	1.000000e+00	0.472243	0	0	0
MYO10	6.893139e-01	8.473318e-01	0.340604	4.509465e-01	1.000000e+00	0.773560	1	0	0
MYO15A	3.069752e-03	1.854369e-01	3.088234	5.944605e-01	1.000000e+00	0.156076	12	0	9
MYO15B	4.558074e-01	7.535294e-01	0.623729	1.000000e+00	1.000000e+00	0.535942	0	0	0
MYO16	6.893139e-01	8.473318e-01	0.354594	1.758295e-01	1.000000e+00	2.088099	8	0	2
MYO18A	2.535805e-04	7.450980e-02	4.906768	1.000000e+00	1.000000e+00	0.004277	1	0	5
MYO18B	9.548912e-02	5.455770e-01	1.183902	3.479392e-01	1.000000e+00	0.938256	14	1	7
MYO19	9.648666e-01	9.775402e-01	0.118420	1.492446e-01	1.000000e+00	2.306689	3	0	0
MYO1A	4.927997e-01	7.643207e-01	0.609671	5.158006e-01	1.000000e+00	0.656108	2	0	1
MYO1B	3.744634e-01	7.332144e-01	0.669130	5.241580e-01	1.000000e+00	0.611743	2	0	1
MYO1C	6.674131e-01	8.386357e-01	0.376886	3.185507e-01	1.000000e+00	1.179470	3	0	1
MYO1D	4.138362e-02	4.376582e-01	1.593219	1.000000e+00	1.000000e+00	0.203270	0	0	1
MYO1E	6.893139e-01	8.473318e-01	0.346788	4.656220e-01	1.000000e+00	0.756234	1	0	0
MYO1F	5.442873e-02	4.679717e-01	1.516308	1.000000e+00	1.000000e+00	0.219521	0	0	1
MYO1G	1.748152e-01	6.455193e-01	0.819897	5.673578e-01	1.000000e+00	0.308719	1	0	1
MYO1H	3.067967e-02	4.055713e-01	1.680767	6.010786e-01	1.000000e+00	0.109524	1	0	2
MYO3A	2.032037e-02	3.647115e-01	1.897621	5.922712e-01	1.000000e+00	0.181943	3	0	3
MYO3B	9.816958e-01	9.887942e-01	0.097910	9.702311e-02	1.000000e+00	2.804457	4	0	0
MYO5A	2.356334e-01	6.802248e-01	0.743045	1.000000e+00	1.000000e+00	0.475663	0	0	0
MYO5B	8.066360e-02	5.154627e-01	1.342317	5.427819e-01	1.000000e+00	0.389468	4	0	3
MYO5C	9.456784e-01	9.659644e-01	0.132269	1.203811e-01	1.000000e+00	2.573710	4	0	0
MYO6	6.481178e-01	8.301494e-01	0.385169	4.919622e-01	1.000000e+00	0.708658	1	0	0
MYO7A	8.214472e-01	9.007833e-01	0.254740	1.026108e-01	1.000000e+00	2.746443	6	1	2
